,선수명,연도,팀명,이닝,삼진,출루율
1129,박철순,1994,OB,93.0,67.0,0.295
1130,한태균,1994,OB,57.0,27.0,0.281
1131,홍길남,1994,OB,8.2,7.0,0.359
1132,이용호,1994,OB,29.1,15.0,0.342
1133,김익재,1994,OB,60.0,53.0,0.376
1134,이광우,1994,OB,82.2,32.0,0.299
1135,권명철,1994,OB,100.1,59.0,0.32299999999999995
1136,나영철,1994,OB,13.0,6.0,0.321
1137,류택현,1994,OB,26.1,24.0,0.364
1138,강병규,1994,OB,78.0,41.0,0.371
1139,장호연,1994,OB,71.2,26.0,0.34600000000000003
1140,하창우,1994,OB,8.2,3.0,0.4
1141,강길용,1994,OB,68.2,38.0,0.358
1142,김경원,1994,OB,36.1,22.0,0.313
1143,박상근,1994,OB,14.0,10.0,0.35600000000000004
1144,홍우태,1994,OB,48.1,85.0,0.337
1145,강규성,1994,OB,2.0,1.0,0.25
1146,박동희,1994,롯데,74.2,61.0,0.293
1147,김청수,1994,롯데,0.1,0.0,15.0
1148,염종석,1994,롯데,102.1,42.0,0.327
1149,주형광,1994,롯데,186.2,142.0,0.285
1150,박태웅,1994,롯데,9.0,0.0,0.342
1151,윤형배,1994,롯데,26.1,9.0,0.438
1152,강상수,1994,롯데,93.2,63.0,0.326
1153,가득염,1994,롯데,162.0,83.0,0.34600000000000003
1154,김태형,1994,롯데,40.1,20.0,0.365
1155,김태석,1994,롯데,87.2,30.0,0.358
1156,고성범,1994,롯데,13.1,9.0,0.265
1157,윤학길,1994,롯데,112.2,49.0,0.34600000000000003
1158,윤민철,1994,롯데,5.2,2.0,0.444
1159,박지철,1994,롯데,32.2,18.0,0.353
1160,김상현,1994,롯데,48.2,13.0,0.359
1161,서정민,1994,롯데,17.2,14.0,0.474
1162,윤동배,1994,롯데,33.1,13.0,0.428
1163,김정훈,1994,롯데,13.0,5.0,0.443
1164,이상번,1994,롯데,52.1,17.0,0.398
1165,감병훈,1994,삼성,1.2,1.0,0.6
1166,최한경,1994,삼성,101.2,102.0,0.308
1167,박충식,1994,삼성,203.1,130.0,0.268
1168,이용철,1994,삼성,3.1,2.0,0.5
1169,이태일,1994,삼성,128.0,61.0,0.306
1170,김태한,1994,삼성,176.1,121.0,0.309
1171,김인철,1994,삼성,28.2,16.0,0.402
1172,유명선,1994,삼성,38.0,19.0,0.348
1173,이상훈,1994,삼성,70.1,35.0,0.345
1174,박용준,1994,삼성,18.2,7.0,0.28
1175,박종철,1994,삼성,2.0,0.0,0.0
1176,성준,1994,삼성,152.1,46.0,0.317
1177,김승남,1994,삼성,60.2,35.0,0.3670000000000001
1178,김상엽,1994,삼성,24.2,21.0,0.3670000000000001
1179,오봉옥,1994,삼성,33.0,14.0,0.42
1180,곽채진,1994,삼성,45.1,28.0,0.361
1181,최용희,1994,삼성,23.0,16.0,0.383
1182,손영철,1994,삼성,4.0,5.0,0.368
1183,김종국,1994,삼성,1.2,1.0,0.444
1184,조문식,1994,삼성,0.1,0.0,0.75
1185,고형욱,1994,쌍방울,10.0,10.0,0.325
1186,조규제,1994,쌍방울,98.0,93.0,0.29
1187,이승환,1994,쌍방울,12.2,5.0,0.411
1188,김기덕,1994,쌍방울,114.0,55.0,0.32299999999999995
1189,김민국,1994,쌍방울,12.1,9.0,0.469
1190,박성기,1994,쌍방울,182.2,108.0,0.35200000000000004
1191,성영재,1994,쌍방울,147.1,85.0,0.375
1192,김원형,1994,쌍방울,132.0,75.0,0.361
1193,유현승,1994,쌍방울,99.2,38.0,0.362
1194,임창식,1994,쌍방울,6.2,4.0,0.433
1195,김석기,1994,쌍방울,85.2,40.0,0.38
1196,박진석,1994,쌍방울,119.1,61.0,0.354
1197,강희석,1994,쌍방울,20.2,8.0,0.289
1198,최한림,1994,쌍방울,63.0,42.0,0.444
1199,노춘섭,1994,쌍방울,8.2,2.0,0.368
1200,방극천,1994,쌍방울,3.0,0.0,0.25
1201,유명선,1994,쌍방울,,0.0,
1202,정명원,1994,태평양,105.2,74.0,0.251
1203,신상윤,1994,태평양,1.1,0.0,3.0
1204,문창환,1994,태평양,37.2,19.0,0.303
1205,정민태,1994,태평양,145.1,91.0,0.328
1206,박은진,1994,태평양,76.0,47.0,0.344
1207,김홍집,1994,태평양,126.2,89.0,0.307
1208,나성열,1994,태평양,19.2,6.0,0.379
1209,노승욱,1994,태평양,50.0,29.0,0.399
1210,최창호,1994,태평양,147.1,84.0,0.33
1211,최상덕,1994,태평양,158.0,91.0,0.295
1212,안병원,1994,태평양,145.2,66.0,0.331
1213,가내영,1994,태평양,34.0,15.0,0.349
1214,박정현,1994,태평양,37.2,15.0,0.345
1215,조웅천,1994,태평양,15.0,10.0,0.343
1216,박상범,1994,태평양,2.0,0.0,0.28600000000000003
1217,곽병찬,1994,태평양,16.1,8.0,0.422
1218,김민태,1994,태평양,0.0,0.0,
1219,정민철,1994,한화,218.0,196.0,0.258
1220,구대성,1994,한화,121.0,128.0,0.308
1221,이상군,1994,한화,107.2,46.0,0.338
1222,장정순,1994,한화,15.0,12.0,0.318
1223,한용덕,1994,한화,177.1,105.0,0.289
1224,이상목,1994,한화,128.0,77.0,0.301
1225,송진우,1994,한화,133.0,90.0,0.321
1226,이국성,1994,한화,49.0,25.0,0.271
1227,진정필,1994,한화,76.0,23.0,0.342
1228,김재성,1994,한화,6.2,5.0,0.387
1229,임규대,1994,한화,13.0,5.0,0.493
1230,최호원,1994,한화,12.0,0.0,0.386
1231,길배진,1994,한화,15.0,1.0,0.457
1232,이은승,1994,한화,4.0,4.0,0.478
1233,지연규,1994,한화,4.0,2.0,0.45
1234,선동열,1994,해태,102.1,94.0,0.278
1235,최재영,1994,해태,8.1,1.0,0.226
1236,김봉영,1994,해태,19.0,9.0,0.388
1237,강태원,1994,해태,81.2,44.0,0.305
1238,김정수,1994,해태,141.0,126.0,0.311
1239,조계현,1994,해태,210.0,136.0,0.28800000000000003
1240,송유석,1994,해태,116.1,57.0,0.35700000000000004
1241,이강철,1994,해태,185.2,140.0,0.342
1242,문희수,1994,해태,53.1,21.0,0.361
1243,이대진,1994,해태,137.0,90.0,0.315
1244,이재만,1994,해태,32.1,12.0,0.336
1245,이우혁,1994,해태,13.2,2.0,0.294
1246,강대성,1994,해태,4.1,2.0,2.54
1247,양승철,1994,해태,2.0,0.0,1.5
1248,이호준,1994,해태,12.1,4.0,0.417
1249,김기덕,1995,LG,1.1,2.0,0.333
1250,김용수,1995,LG,69.0,45.0,0.263
1251,최승민,1995,LG,9.0,6.0,0.317
1252,신동수,1995,LG,19.1,10.0,0.267
1253,차명석,1995,LG,20.1,6.0,0.337
1254,이상훈,1995,LG,228.1,142.0,0.235
1255,차동철,1995,LG,54.2,23.0,0.308
1256,신윤호,1995,LG,5.0,4.0,0.37
1257,이병석,1995,LG,47.2,33.0,0.368
1258,강봉수,1995,LG,23.0,13.0,0.374
1259,김태원,1995,LG,124.0,59.0,0.318
1260,김기범,1995,LG,160.2,87.0,0.307
1261,오희주,1995,LG,61.1,41.0,0.309
1262,박철홍,1995,LG,116.2,46.0,0.28800000000000003
1263,박창현,1995,LG,2.2,0.0,0.5
1264,정삼흠,1995,LG,163.0,83.0,0.333
1265,민원기,1995,LG,16.1,10.0,0.434
1266,김상진,1995,OB,209.0,160.0,0.277
1267,김유봉,1995,OB,1.0,0.0,1.0
1268,이용호,1995,OB,101.2,68.0,0.244
1269,김익재,1995,OB,4.0,1.0,0.389
1270,진필중,1995,OB,109.1,50.0,0.333
1271,권명철,1995,OB,193.1,112.0,0.285
1272,송재용,1995,OB,61.0,40.0,0.34600000000000003
1273,김경원,1995,OB,73.2,65.0,0.295
1274,홍길남,1995,OB,20.1,13.0,0.383
1275,홍우태,1995,OB,7.0,0.0,0.406
1276,강길용,1995,OB,45.1,27.0,0.265
1277,박철순,1995,OB,94.2,67.0,0.355
1278,류택현,1995,OB,3.1,2.0,0.467
1279,한태균,1995,OB,28.2,11.0,0.358
1280,강병규,1995,OB,103.2,50.0,0.35200000000000004
1281,장호연,1995,OB,79.1,28.0,0.36
1282,이광우,1995,OB,12.0,7.0,0.47
1283,나영철,1995,OB,1.0,1.0,0.667
1284,박보현,1995,롯데,5.2,2.0,0.88
1285,권영진,1995,롯데,5.0,4.0,0.8
1286,박동희,1995,롯데,60.0,42.0,0.257
1287,강상수,1995,롯데,102.0,65.0,0.302
1288,주형광,1995,롯데,200.1,152.0,0.287
1289,김경환,1995,롯데,18.1,16.0,0.333
1290,윤학길,1995,롯데,159.1,71.0,0.3
1291,염종석,1995,롯데,127.0,57.0,0.308
1292,김상현,1995,롯데,89.0,47.0,0.295
1293,윤동배,1995,롯데,28.1,10.0,0.35
1294,가득염,1995,롯데,96.2,74.0,0.316
1295,윤형배,1995,롯데,67.2,24.0,0.335
1296,김태석,1995,롯데,21.2,10.0,0.33
1297,장승익,1995,롯데,25.0,11.0,0.276
1298,박부성,1995,롯데,34.2,19.0,0.3670000000000001
1299,박지철,1995,롯데,77.1,36.0,0.363
1300,김태형,1995,롯데,4.0,2.0,0.5
1301,이상번,1995,롯데,14.2,4.0,0.406
1302,고성범,1995,롯데,0.2,0.0,6.0
1303,이상훈,1995,삼성,4.2,5.0,0.409
1304,안윤호,1995,삼성,0.2,0.0,1.5
1305,오봉옥,1995,삼성,133.1,99.0,0.31
1306,김상엽,1995,삼성,191.2,132.0,0.282
1307,박석진,1995,삼성,72.2,30.0,0.35200000000000004
1308,김태한,1995,삼성,97.0,76.0,0.334
1309,박충식,1995,삼성,128.0,72.0,0.284
1310,곽채진,1995,삼성,59.0,40.0,0.371
1311,신성필,1995,삼성,67.2,42.0,0.331
1312,최한림,1995,삼성,41.2,13.0,0.34600000000000003
1313,성준,1995,삼성,126.0,58.0,0.333
1314,김인철,1995,삼성,62.1,23.0,0.35200000000000004
1315,최한경,1995,삼성,83.2,55.0,0.365
1316,김승남,1995,삼성,36.1,21.0,0.426
1317,박종철,1995,삼성,2.0,0.0,0.4
1318,최용희,1995,삼성,6.2,5.0,0.3670000000000001
1319,허삼영,1995,삼성,1.1,0.0,2.25
1320,감병훈,1995,삼성,1.1,2.0,0.636
1321,방극천,1995,쌍방울,0.2,1.0,0.0
1322,노춘섭,1995,쌍방울,2.0,1.0,3.5
1323,김기덕,1995,쌍방울,116.1,90.0,0.297
1324,박진석,1995,쌍방울,114.0,63.0,0.348
1325,조한철,1995,쌍방울,31.2,10.0,0.353
1326,유현승,1995,쌍방울,143.0,78.0,0.349
1327,성영재,1995,쌍방울,154.0,93.0,0.362
1328,최한림,1995,쌍방울,5.2,1.0,0.417
1329,김원형,1995,쌍방울,143.2,69.0,0.348
1330,김석기,1995,쌍방울,99.1,48.0,0.374
1331,김진철,1995,쌍방울,80.0,49.0,0.345
1332,유명선,1995,쌍방울,58.0,35.0,0.402
1333,조규제,1995,쌍방울,10.2,9.0,0.3670000000000001
1334,김민국,1995,쌍방울,15.2,5.0,0.403
1335,박성기,1995,쌍방울,109.0,66.0,0.354
1336,고형욱,1995,쌍방울,17.2,6.0,0.329
1337,박성진,1995,쌍방울,3.0,2.0,2.0
1338,강희석,1995,쌍방울,3.2,1.0,0.524
1339,장용,1995,쌍방울,1.0,1.0,0.6
1340,정명원,1995,태평양,103.0,60.0,0.242
1341,박은진,1995,태평양,22.1,5.0,0.326
1342,곽병찬,1995,태평양,0.2,0.0,1.5
1343,위재영,1995,태평양,157.2,113.0,0.3
1344,정민태,1995,태평양,188.0,116.0,0.318
1345,안병원,1995,태평양,117.1,77.0,0.34
1346,노승욱,1995,태평양,71.2,55.0,0.348
1347,전준호,1995,태평양,60.0,29.0,0.337
1348,가내영,1995,태평양,97.0,55.0,0.327
1349,김억만,1995,태평양,31.0,20.0,0.422
1350,조웅천,1995,태평양,80.2,63.0,0.321
1351,김민범,1995,태평양,11.1,10.0,0.484
1352,문창환,1995,태평양,16.0,4.0,0.353
1353,박정현,1995,태평양,4.2,2.0,0.429
1354,최상덕,1995,태평양,29.1,17.0,0.423
1355,최창호,1995,태평양,27.1,11.0,0.382
1356,신상윤,1995,태평양,0.0,0.0,
1357,김성한,1995,한화,2.0,0.0,1.5
1358,공용우,1995,한화,10.2,5.0,0.244
1359,정민철,1995,한화,162.2,127.0,0.302
1360,이상목,1995,한화,134.1,112.0,0.306
1361,한용덕,1995,한화,180.1,121.0,0.29100000000000004
1362,송진우,1995,한화,183.0,121.0,0.315
1363,구대성,1995,한화,155.0,162.0,0.326
1364,신재웅,1995,한화,53.0,39.0,0.35700000000000004
1365,정의성,1995,한화,31.1,13.0,0.355
1366,이상군,1995,한화,97.0,44.0,0.354
1367,김민태,1995,한화,53.0,28.0,0.38
1368,지연규,1995,한화,28.0,8.0,0.421
1369,이은승,1995,한화,10.0,8.0,0.482
1370,나성열,1995,한화,8.2,4.0,0.4320000000000001
1371,이국성,1995,한화,8.0,2.0,0.524
1372,김재성,1995,한화,0.2,0.0,0.7140000000000001
1373,진정필,1995,한화,1.1,2.0,0.636
1374,선동열,1995,해태,109.1,140.0,0.177
1375,문희수,1995,해태,14.2,7.0,0.409
1376,임창용,1995,해태,29.1,16.0,0.363
1377,이대진,1995,해태,168.1,163.0,0.274
1378,조계현,1995,해태,126.0,59.0,0.29
1379,강태원,1995,해태,86.2,62.0,0.311
1380,김정수,1995,해태,108.2,94.0,0.315
1381,이원식,1995,해태,103.2,70.0,0.344
1382,이강철,1995,해태,150.0,126.0,0.315
1383,이우혁,1995,해태,36.1,28.0,0.338
1384,송유석,1995,해태,120.2,51.0,0.32299999999999995
1385,최향남,1995,해태,67.2,54.0,0.328
1386,김봉영,1995,해태,5.1,2.0,0.448
1387,박진철,1995,해태,1.0,1.0,
1388,김용수,1996,LG,130.2,92.0,0.302
1389,이상훈,1996,LG,99.1,95.0,0.284
1390,박철홍,1996,LG,131.1,61.0,0.34
1391,차동철,1996,LG,77.2,33.0,0.374
1392,차명석,1996,LG,71.1,34.0,0.334
1393,이병석,1996,LG,21.0,10.0,0.297
1394,김태원,1996,LG,156.2,86.0,0.308
1395,김기범,1996,LG,103.0,63.0,0.362
1396,정삼흠,1996,LG,136.1,76.0,0.355
1397,신동수,1996,LG,41.0,23.0,0.331
1398,김정훈,1996,LG,10.0,4.0,0.472
1399,최승민,1996,LG,52.0,26.0,0.361
1400,김도완,1996,LG,41.0,25.0,0.401
1401,민원기,1996,LG,20.0,13.0,0.384
1402,손혁,1996,LG,10.1,4.0,0.408
1403,김기진,1996,LG,7.0,2.0,0.429
1404,김기덕,1996,LG,11.2,9.0,0.452
1405,신윤호,1996,LG,4.0,1.0,0.625
1406,강봉수,1996,LG,4.1,2.0,1.39
1407,김경원,1996,OB,47.1,42.0,0.321
1408,진필중,1996,OB,191.0,69.0,0.309
1409,강길용,1996,OB,80.2,54.0,0.299
1410,박철순,1996,OB,68.2,44.0,0.359
1411,한명윤,1996,OB,15.1,11.0,0.345
1412,김상진,1996,OB,94.0,84.0,0.321
1413,류택현,1996,OB,35.0,28.0,0.362
1414,한태균,1996,OB,50.2,21.0,0.35600000000000004
1415,홍길남,1996,OB,8.2,4.0,0.314
1416,박상근,1996,OB,59.1,39.0,0.325
1417,박명환,1996,OB,185.1,139.0,0.307
1418,강병규,1996,OB,121.2,55.0,0.344
1419,이광우,1996,OB,53.1,19.0,0.344
1420,마원성,1996,OB,15.2,8.0,0.308
1421,이용호,1996,OB,40.1,18.0,0.423
1422,홍우태,1996,OB,26.0,20.0,0.353
1423,김유봉,1996,OB,19.1,7.0,0.377
1424,여준홍,1996,OB,3.1,2.0,0.591
1425,이재섭,1996,롯데,2.0,2.0,0.5
1426,장승익,1996,롯데,2.2,1.0,0.38
1427,주형광,1996,롯데,216.2,221.0,0.284
1428,권영진,1996,롯데,1.0,0.0,3.0
1429,윤형배,1996,롯데,27.0,12.0,0.388
1430,김상현,1996,롯데,34.1,27.0,0.404
1431,강상수,1996,롯데,176.2,104.0,0.333
1432,김태석,1996,롯데,128.0,53.0,0.32
1433,박부성,1996,롯데,89.2,39.0,0.338
1434,박보현,1996,롯데,46.0,25.0,0.32299999999999995
1435,윤학길,1996,롯데,53.0,20.0,0.35600000000000004
1436,박지철,1996,롯데,99.2,53.0,0.358
1437,박동희,1996,롯데,69.2,34.0,0.34600000000000003
1438,차명주,1996,롯데,46.0,29.0,0.416
1439,김태형,1996,롯데,24.1,19.0,0.35
1440,가득염,1996,롯데,50.1,27.0,0.35
1441,이상번,1996,롯데,44.0,20.0,0.35200000000000004
1442,김영복,1996,롯데,5.0,0.0,0.44
1443,윤동배,1996,롯데,4.2,1.0,0.48
1444,박충식,1996,삼성,89.2,56.0,0.245
1445,박태순,1996,삼성,4.1,3.0,0.462
1446,장정순,1996,삼성,67.0,53.0,0.329
1447,전병호,1996,삼성,108.2,87.0,0.35
1448,최창양,1996,삼성,126.0,83.0,0.341
1449,장형석,1996,삼성,17.1,8.0,0.386
1450,이상훈,1996,삼성,76.1,35.0,0.327
1451,김태한,1996,삼성,86.1,65.0,0.345
1452,성준,1996,삼성,50.0,36.0,0.388
1453,박석진,1996,삼성,57.2,26.0,0.38
1454,김상엽,1996,삼성,21.0,23.0,0.319
1455,최재호,1996,삼성,126.1,66.0,0.38
1456,최한경,1996,삼성,42.2,20.0,0.3670000000000001
1457,김인철,1996,삼성,83.0,27.0,0.387
1458,최한림,1996,삼성,51.0,25.0,0.349
1459,이태일,1996,삼성,45.2,17.0,0.402
1460,신성필,1996,삼성,33.0,16.0,0.403
1461,곽채진,1996,삼성,26.2,9.0,0.409
1462,최용희,1996,삼성,4.0,3.0,0.45
1463,감병훈,1996,삼성,4.2,3.0,0.6559999999999999
1464,조규제,1996,쌍방울,59.2,74.0,0.29600000000000004
1465,고형욱,1996,쌍방울,3.2,4.0,0.28600000000000003
1466,김현욱,1996,쌍방울,99.1,74.0,0.339
1467,최정환,1996,쌍방울,46.0,25.0,0.267
1468,김기덕,1996,쌍방울,112.2,66.0,0.305
1469,김민국,1996,쌍방울,37.2,32.0,0.373
1470,유명선,1996,쌍방울,6.2,4.0,0.333
1471,성영재,1996,쌍방울,148.0,93.0,0.292
1472,오봉옥,1996,쌍방울,135.1,86.0,0.314
1473,박진석,1996,쌍방울,59.1,29.0,0.362
1474,박주언,1996,쌍방울,66.2,37.0,0.361
1475,김원형,1996,쌍방울,126.2,69.0,0.35100000000000003
1476,유현승,1996,쌍방울,58.2,31.0,0.327
1477,박성기,1996,쌍방울,93.2,84.0,0.337
1478,김석기,1996,쌍방울,24.1,11.0,0.365
1479,신영균,1996,쌍방울,36.0,19.0,0.436
1480,김진철,1996,쌍방울,4.1,5.0,0.474
1481,구대성,1996,한화,139.0,184.0,0.21600000000000005
1482,지연규,1996,한화,10.2,5.0,0.302
1483,이상목,1996,한화,174.2,156.0,0.308
1484,박은진,1996,한화,3.2,2.0,0.556
1485,정민철,1996,한화,219.2,203.0,0.268
1486,김재성,1996,한화,21.2,15.0,0.354
1487,송진우,1996,한화,213.0,160.0,0.32
1488,신재웅,1996,한화,83.0,78.0,0.334
1489,한용덕,1996,한화,111.1,57.0,0.307
1490,최호원,1996,한화,23.0,16.0,0.33
1491,이상열,1996,한화,17.1,13.0,0.378
1492,김민태,1996,한화,43.1,28.0,0.345
1493,강봉수,1996,한화,11.1,4.0,1.68
1494,김성한,1996,한화,23.1,9.0,0.35600000000000004
1495,이상군,1996,한화,23.2,11.0,0.424
1496,이은승,1996,한화,9.1,6.0,0.479
1497,정영환,1996,한화,3.0,2.0,0.5
1498,나성열,1996,한화,1.2,2.0,0.375
1499,김정수,1996,해태,76.0,98.0,0.285
1500,이대진,1996,해태,159.2,146.0,0.259
1501,강태원,1996,해태,81.0,58.0,0.307
1502,조계현,1996,해태,191.2,116.0,0.267
1503,이강철,1996,해태,153.2,119.0,0.29100000000000004
1504,임창용,1996,해태,114.2,78.0,0.292
1505,이용훈,1996,해태,19.0,11.0,0.3
1506,이재만,1996,해태,33.0,19.0,0.301
1507,최향남,1996,해태,31.1,30.0,0.384
1508,김상진,1996,해태,123.2,64.0,0.332
1509,최상덕,1996,해태,9.2,4.0,0.471
1510,송유석,1996,해태,71.1,32.0,0.3670000000000001
1511,이원식,1996,해태,59.1,27.0,0.337
1512,박철웅,1996,해태,5.2,3.0,0.467
1513,김봉영,1996,해태,4.0,2.0,0.615
1514,김억만,1996,현대,3.0,4.0,0.67
1515,신상윤,1996,현대,3.1,3.0,0.471
1516,노종우,1996,현대,4.0,1.0,0.5
1517,조웅천,1996,현대,94.0,77.0,0.272
1518,곽병찬,1996,현대,1.2,0.0,3.0
1519,정명원,1996,현대,97.0,59.0,0.287
1520,위재영,1996,현대,181.2,138.0,0.29100000000000004
1521,정민태,1996,현대,210.1,127.0,0.277
1522,가내영,1996,현대,133.1,93.0,0.289
1523,전준호,1996,현대,138.0,79.0,0.326
1524,김익재,1996,현대,30.1,20.0,0.394
1525,안병원,1996,현대,52.1,31.0,0.313
1526,손영철,1996,현대,12.0,5.0,0.4
1527,최창호,1996,현대,140.1,97.0,0.319
1528,최원호,1996,현대,15.2,4.0,0.34700000000000003
1529,박정현,1996,현대,15.2,9.0,0.418
1530,김홍집,1996,현대,7.0,4.0,0.375
1531,양윤기,1996,현대,1.0,1.0,0.333
1532,이상훈,1997,LG,85.1,103.0,0.252
1533,신창수,1997,LG,0.1,0.0,0.0
1534,차명석,1997,LG,119.1,66.0,0.301
1535,김민기,1997,LG,8.0,4.0,0.353
1536,김용수,1997,LG,177.2,121.0,0.3
1537,최향남,1997,LG,120.1,74.0,0.328
1538,임선동,1997,LG,135.2,77.0,0.32
1539,최승민,1997,LG,26.0,10.0,0.293
1540,전승남,1997,LG,123.0,75.0,0.304
1541,송유석,1997,LG,78.1,41.0,0.37
1542,손혁,1997,LG,112.0,66.0,0.336
1543,김기범,1997,LG,38.0,28.0,0.38
1544,김태원,1997,LG,28.0,14.0,0.378
1545,김건우,1997,LG,11.2,11.0,0.306
1546,민원기,1997,LG,13.2,5.0,0.34600000000000003
1547,신동수,1997,LG,12.1,3.0,0.333
1548,인현배,1997,LG,3.0,3.0,0.308
1549,장문석,1997,LG,12.2,8.0,0.456
1550,차동철,1997,LG,11.0,0.0,0.475
1551,신영균,1997,LG,5.0,2.0,0.462
1552,김경원,1997,OB,73.1,73.0,0.268
1553,권명철,1997,OB,29.1,25.0,0.294
1554,류택현,1997,OB,40.0,36.0,0.353
1555,김상진,1997,OB,136.1,108.0,0.316
1556,김환조,1997,OB,21.0,12.0,0.4
1557,이광우,1997,OB,119.0,86.0,0.329
1558,강병규,1997,OB,103.0,55.0,0.339
1559,박명환,1997,OB,154.2,126.0,0.341
1560,진필중,1997,OB,130.2,72.0,0.35100000000000003
1561,최용호,1997,OB,1.0,1.0,0.4
1562,이경필,1997,OB,126.2,75.0,0.365
1563,강길용,1997,OB,66.2,42.0,0.35600000000000004
1564,한태균,1997,OB,33.1,18.0,0.358
1565,김영수,1997,OB,65.1,47.0,0.35700000000000004
1566,한명윤,1997,OB,9.2,2.0,0.468
1567,이용호,1997,OB,12.0,7.0,0.453
1568,홍길남,1997,OB,1.0,0.0,0.5710000000000001
1569,홍우태,1997,OB,,0.0,
1570,장승익,1997,롯데,1.1,0.0,1.5
1571,이상번,1997,롯데,13.0,12.0,0.28300000000000003
1572,박지철,1997,롯데,157.2,96.0,0.302
1573,박석진,1997,롯데,40.0,25.0,0.362
1574,강상수,1997,롯데,101.2,70.0,0.393
1575,가득염,1997,롯데,41.0,25.0,0.386
1576,차명주,1997,롯데,107.2,64.0,0.377
1577,박보현,1997,롯데,44.2,21.0,0.339
1578,염종석,1997,롯데,133.2,71.0,0.324
1579,김상현,1997,롯데,30.0,13.0,0.388
1580,박부성,1997,롯데,22.0,9.0,0.307
1581,손민한,1997,롯데,30.0,17.0,0.344
1582,김태석,1997,롯데,109.2,51.0,0.344
1583,김상현,1997,롯데,40.2,22.0,0.354
1584,임봉춘,1997,롯데,33.2,21.0,0.37
1585,정인석,1997,롯데,1.1,0.0,1.5
1586,윤형배,1997,롯데,2.0,2.0,0.5710000000000001
1587,주형광,1997,롯데,131.2,84.0,0.362
1588,이정훈,1997,롯데,27.2,14.0,0.358
1589,윤학길,1997,롯데,3.0,3.0,0.55
1590,박동희,1997,롯데,,0.0,
1591,박동희,1997,삼성,1.0,1.0,0.0
1592,곽채진,1997,삼성,57.0,51.0,0.329
1593,김태한,1997,삼성,96.2,84.0,0.33
1594,박충식,1997,삼성,170.2,92.0,0.311
1595,감병훈,1997,삼성,10.1,5.0,0.391
1596,최재호,1997,삼성,76.2,51.0,0.349
1597,성준,1997,삼성,89.2,45.0,0.359
1598,김상엽,1997,삼성,150.2,82.0,0.331
1599,최창양,1997,삼성,83.1,45.0,0.382
1600,변대수,1997,삼성,42.2,28.0,0.39
1601,정성훈,1997,삼성,77.0,40.0,0.368
1602,전병호,1997,삼성,131.1,76.0,0.37
1603,이상훈,1997,삼성,58.0,33.0,0.391
1604,최한림,1997,삼성,16.0,5.0,0.226
1605,박태순,1997,삼성,20.1,22.0,0.433
1606,김인철,1997,삼성,34.0,11.0,0.373
1607,박석진,1997,삼성,2.1,0.0,0.647
1608,장정순,1997,삼성,12.2,9.0,0.364
1609,장형석,1997,삼성,0.2,0.0,0.6
1610,김현욱,1997,쌍방울,157.2,135.0,0.256
1611,조규제,1997,쌍방울,77.2,74.0,0.29100000000000004
1612,박성진,1997,쌍방울,10.1,8.0,0.341
1613,유현승,1997,쌍방울,9.1,4.0,0.531
1614,정수찬,1997,쌍방울,44.2,18.0,0.3670000000000001
1615,최정환,1997,쌍방울,108.0,63.0,0.31
1616,오봉옥,1997,쌍방울,55.1,43.0,0.383
1617,성영재,1997,쌍방울,107.1,80.0,0.319
1618,김원형,1997,쌍방울,157.0,81.0,0.298
1619,윤형배,1997,쌍방울,17.1,11.0,0.397
1620,임창식,1997,쌍방울,59.2,24.0,0.309
1621,나성열,1997,쌍방울,3.1,2.0,0.529
1622,오상민,1997,쌍방울,77.0,40.0,0.35
1623,김기덕,1997,쌍방울,105.0,49.0,0.343
1624,박진석,1997,쌍방울,29.1,14.0,0.406
1625,김민국,1997,쌍방울,59.2,27.0,0.4270000000000001
1626,김진철,1997,쌍방울,4.1,3.0,0.389
1627,김성한,1997,쌍방울,14.2,8.0,0.4
1628,박주언,1997,쌍방울,7.0,4.0,0.419
1629,김형주,1997,쌍방울,1.0,0.0,0.667
1630,김석기,1997,쌍방울,1.1,1.0,0.6
1631,박성기,1997,쌍방울,1.1,1.0,0.667
1632,구대성,1997,한화,102.2,134.0,0.277
1633,정민철,1997,한화,208.2,160.0,0.272
1634,정영환,1997,한화,2.0,0.0,1.5
1635,이은승,1997,한화,6.0,2.0,0.36
1636,한용덕,1997,한화,93.0,61.0,0.307
1637,이상목,1997,한화,138.0,102.0,0.331
1638,송진우,1997,한화,146.2,73.0,0.34600000000000003
1639,신재웅,1997,한화,135.0,93.0,0.321
1640,김해님,1997,한화,60.1,36.0,0.333
1641,이상열,1997,한화,51.2,31.0,0.34
1642,최호원,1997,한화,15.2,6.0,0.35600000000000004
1643,홍우태,1997,한화,9.2,4.0,0.395
1644,노장진,1997,한화,133.1,81.0,0.374
1645,공용우,1997,한화,6.0,6.0,0.429
1646,김성한,1997,한화,3.0,3.0,0.556
1647,김민태,1997,한화,3.1,1.0,0.444
1648,나성열,1997,한화,,0.0,
1649,임창용,1997,해태,135.0,120.0,0.262
1650,이대진,1997,해태,180.2,140.0,0.312
1651,이강철,1997,해태,162.2,128.0,0.313
1652,조계현,1997,해태,114.0,72.0,0.308
1653,김상진,1997,해태,147.2,91.0,0.335
1654,김정수,1997,해태,80.2,79.0,0.335
1655,강태원,1997,해태,70.1,40.0,0.316
1656,이원식,1997,해태,75.0,39.0,0.297
