,선수명,연도,팀명,포지션,안타,2타,3타,홈런,볼넷,출루율
4002,박준서,2003,롯데,,4,1,0,0,3,0.233
4003,이동욱,2003,롯데,,8,0,0,0,7,0.281
4004,이승엽,2003,삼성,1B,144,23,0,56,101,0.428
4005,양준혁,2003,삼성,LF,161,37,2,33,49,0.395
4006,박한이,2003,삼성,RF,170,34,1,12,63,0.39899999999999997
4007,진갑용,2003,삼성,C,126,20,2,21,36,0.35600000000000004
4008,마해영,2003,삼성,DH,146,25,0,38,56,0.371
4009,김한수,2003,삼성,3B,141,23,1,17,29,0.354
4010,브리또,2003,삼성,SS,97,17,1,20,31,0.326
4011,강동우,2003,삼성,CF,118,19,4,9,53,0.349
4012,고지행,2003,삼성,2B,70,9,0,4,19,0.34299999999999997
4013,박정환,2003,삼성,2B,42,12,0,1,21,0.32
4014,임재철,2003,삼성,,3,1,0,0,1,0.385
4015,이태호,2003,삼성,,0,0,0,0,0,0.0
4016,김승권,2003,삼성,,0,0,0,0,0,
4017,김승관,2003,삼성,2B,0,0,0,0,0,0.0
4018,이준민,2003,삼성,C,0,0,0,0,0,0.0
4019,강명구,2003,삼성,,0,0,0,0,0,0.0
4020,곽용섭,2003,삼성,,0,0,0,0,0,0.0
4021,손주인,2003,삼성,,1,0,0,0,0,0.111
4022,심성보,2003,삼성,LF,12,3,0,1,6,0.295
4023,조동찬,2003,삼성,3B,4,0,1,0,0,0.16699999999999998
4024,김종훈,2003,삼성,LF,19,4,1,1,3,0.261
4025,현재윤,2003,삼성,C,9,2,0,0,3,0.22
4026,김재걸,2003,삼성,SS,32,7,1,0,10,0.253
4027,김태균,2003,한화,1B,153,24,2,31,79,0.424
4028,이영우,2003,한화,LF,148,28,4,16,78,0.39899999999999997
4029,이도형,2003,한화,C,97,19,0,16,37,0.337
4030,이범호,2003,한화,3B,77,19,1,11,47,0.34299999999999997
4031,송지만,2003,한화,RF,69,16,3,9,34,0.35100000000000003
4032,김수연,2003,한화,CF,79,11,5,0,34,0.33
4033,임수민,2003,한화,2B,73,17,0,6,25,0.33799999999999997
4034,임재철,2003,한화,CF,62,13,2,7,28,0.332
4035,황우구,2003,한화,SS,44,6,1,3,26,0.36
4036,백재호,2003,한화,SS,39,12,0,2,27,0.33799999999999997
4037,심광호,2003,한화,C,13,6,0,2,7,0.319
4038,조현수,2003,한화,LF,59,14,0,5,17,0.325
4039,조윤채,2003,한화,,15,2,0,0,13,0.379
4040,김종석,2003,한화,1B,36,6,0,3,28,0.359
4041,이양기,2003,한화,,0,0,0,0,0,0.0
4042,조효상,2003,한화,,0,0,0,0,0,
4043,김무성,2003,한화,,0,0,0,0,0,0.0
4044,허준,2003,한화,SS,0,0,0,0,0,0.0
4045,채상병,2003,한화,C,4,0,0,0,6,0.303
4046,송혁,2003,한화,,0,0,0,0,1,0.16699999999999998
4047,정성열,2003,한화,,1,0,0,0,0,0.2
4048,강석천,2003,한화,,3,2,0,0,1,0.21100000000000002
4049,조정권,2003,한화,,3,0,0,0,1,0.235
4050,조경택,2003,한화,C,11,1,0,0,8,0.27899999999999997
4051,맹진국,2003,한화,,0,0,0,0,1,0.125
4052,메히아,2003,한화,,29,3,0,3,2,0.27399999999999997
4053,고지행,2003,한화,2B,1,0,0,0,1,0.16699999999999998
4054,장종훈,2003,한화,DH,50,8,1,6,21,0.317
4055,심정수,2003,현대,RF,154,16,1,53,124,0.478
4056,김동수,2003,현대,C,113,15,1,16,45,0.39
4057,박진만,2003,현대,SS,119,26,0,16,55,0.379
4058,정성훈,2003,현대,3B,116,17,0,13,23,0.397
4059,박종호,2003,현대,2B,147,26,4,6,47,0.371
4060,전준호,2003,현대,CF,119,16,6,3,58,0.365
4061,이숭용,2003,현대,1B,150,25,0,18,47,0.355
4062,브룸바,2003,현대,LF,80,18,1,14,29,0.374
4063,이택근,2003,현대,C,59,11,0,4,11,0.35
4064,프랭클린,2003,현대,3B,30,4,0,10,25,0.34700000000000003
4065,전근표,2003,현대,1B,40,7,0,7,20,0.35600000000000004
4066,강귀태,2003,현대,C,30,6,0,3,10,0.32
4067,김민우,2003,현대,3B,7,1,0,0,3,0.455
4068,정수성,2003,현대,CF,3,0,0,0,1,0.444
4069,채종국,2003,현대,3B,33,8,0,3,7,0.303
4070,최익성,2003,현대,,9,2,1,1,8,0.316
4071,조재호,2003,현대,LF,33,6,0,2,10,0.306
4072,조승현,2003,현대,,3,0,0,1,0,0.158
4073,김일경,2003,현대,2B,14,2,0,2,1,0.275
4074,서한규,2003,현대,,3,0,0,0,1,0.235
4075,강병식,2003,현대,,9,0,1,2,12,0.282
4076,황윤성,2003,현대,1B,9,2,0,1,6,0.309
4077,심재학,2004,KIA,RF,105,23,2,22,79,0.408
4078,홍세완,2004,KIA,SS,101,20,1,15,50,0.389
4079,이종범,2004,KIA,CF,128,29,0,17,53,0.35
4080,장성호,2004,KIA,1B,142,29,0,19,76,0.401
4081,김종국,2004,KIA,2B,130,20,1,10,46,0.33299999999999996
4082,이재주,2004,KIA,C,64,16,1,8,40,0.369
4083,김상훈,2004,KIA,C,102,21,0,8,33,0.319
4084,손지환,2004,KIA,SS,82,15,1,13,13,0.311
4085,마해영,2004,KIA,DH,123,16,0,11,56,0.373
4086,박재홍,2004,KIA,LF,47,9,1,7,35,0.366
4087,이현곤,2004,KIA,3B,32,9,0,1,11,0.364
4088,김지훈,2004,KIA,C,14,2,0,2,7,0.375
4089,김경언,2004,KIA,LF,46,6,2,3,21,0.316
4090,이정상,2004,KIA,,1,0,0,0,0,0.25
4091,서동욱,2004,KIA,1B,20,4,0,3,15,0.327
4092,김민철,2004,KIA,1B,2,1,0,0,0,0.2
4093,김주호,2004,KIA,,6,0,0,1,1,0.25
4094,김인철,2004,KIA,,0,0,0,0,1,0.16699999999999998
4095,허준,2004,KIA,SS,0,0,0,0,1,0.091
4096,김원섭,2004,KIA,,9,0,0,0,3,0.324
4097,김경진,2004,KIA,LF,16,2,0,1,2,0.259
4098,김주형,2004,KIA,,12,2,0,2,6,0.217
4099,이병규,2004,LG,CF,160,26,2,14,50,0.397
4100,김재현,2004,LG,RF,112,18,3,14,66,0.415
4101,박용택,2004,LG,RF,118,15,2,16,32,0.35700000000000004
4102,마틴,2004,LG,DH,104,16,4,9,51,0.38299999999999995
4103,박경수,2004,LG,3B,88,15,0,6,40,0.3670000000000001
4104,조인성,2004,LG,C,98,16,0,8,36,0.319
4105,김상현,2004,LG,3B,67,10,2,9,28,0.326
4106,권용관,2004,LG,SS,67,5,5,2,27,0.327
4107,이종열,2004,LG,2B,77,9,2,1,34,0.33899999999999997
4108,최동수,2004,LG,1B,98,22,0,15,23,0.3
4109,최만호,2004,LG,LF,43,6,4,1,13,0.335
4110,김정민,2004,LG,C,26,3,0,1,1,0.275
4111,이성열,2004,LG,C,0,0,0,0,0,0.0
4112,이시찬,2004,LG,,0,0,0,0,0,0.0
4113,박기남,2004,LG,,8,0,0,0,4,0.316
4114,최승환,2004,LG,C,0,0,0,0,1,0.2
4115,김용우,2004,LG,,0,0,0,0,1,0.3
4116,허용,2004,LG,,0,0,0,0,0,0.0
4117,최길성,2004,LG,,5,0,0,1,4,0.257
4118,안치용,2004,LG,,3,2,0,0,4,0.257
4119,김재학,2004,LG,,0,0,0,0,0,0.0
4120,안상준,2004,LG,3B,4,0,0,0,1,0.217
4121,김우석,2004,LG,,8,2,0,1,3,0.24
4122,양현석,2004,LG,LF,10,4,0,2,4,0.23399999999999999
4123,이대형,2004,LG,,1,0,0,0,0,0.091
4124,유지현,2004,LG,2B,5,0,0,0,3,0.222
4125,한규식,2004,LG,2B,16,1,0,0,1,0.261
4126,홍현우,2004,LG,3B,17,5,0,2,7,0.22899999999999998
4127,박경완,2004,SK,C,121,19,1,34,94,0.44
4128,이진영,2004,SK,LF,138,19,1,15,66,0.43799999999999994
4129,이호준,2004,SK,1B,139,22,2,30,69,0.368
4130,정경배,2004,SK,2B,107,23,0,9,32,0.368
4131,김기태,2004,SK,DH,129,24,0,10,57,0.40399999999999997
4132,브리또,2004,SK,3B,96,18,0,13,34,0.345
4133,채종범,2004,SK,RF,94,21,2,7,33,0.374
4134,조원우,2004,SK,CF,107,17,2,3,42,0.361
4135,김민재,2004,SK,SS,113,13,1,4,23,0.3
4136,조경환,2004,SK,LF,54,5,0,5,28,0.341
4137,조중근,2004,SK,1B,18,2,0,2,2,0.31
4138,신주일,2004,SK,,0,0,0,0,0,0.0
4139,안재만,2004,SK,3B,35,6,0,3,10,0.281
4140,임훈,2004,SK,,2,0,0,0,1,0.273
4141,김원,2004,SK,,1,0,0,0,0,0.2
4142,최경철,2004,SK,C,7,0,0,1,0,0.237
4143,양승학,2004,SK,,0,0,0,0,0,0.0
4144,윤현식,2004,SK,,0,0,0,0,0,0.0
4145,송수근,2004,SK,,2,0,0,0,0,0.214
4146,강성우,2004,SK,C,4,1,0,0,2,0.222
4147,김강민,2004,SK,2B,3,1,0,1,3,0.214
4148,박정권,2004,SK,,5,0,0,0,2,0.233
4149,김형철,2004,SK,,7,1,0,0,4,0.244
4150,윤형국,2004,SK,,0,0,0,0,0,0.0
4151,강혁,2004,SK,1B,22,2,0,1,10,0.252
4152,송재익,2004,SK,,2,0,0,0,4,0.135
4153,이대수,2004,SK,1B,17,2,0,0,5,0.218
4154,홍성흔,2004,두산,C,165,27,2,14,36,0.384
4155,김동주,2004,두산,3B,123,19,1,19,69,0.402
4156,안경현,2004,두산,2B,125,20,1,10,54,0.3720000000000001
4157,김창희,2004,두산,CF,83,17,1,4,28,0.355
4158,최경환,2004,두산,LF,121,16,4,5,34,0.331
4159,장원진,2004,두산,1B,122,15,4,5,44,0.35600000000000004
4160,전상렬,2004,두산,RF,133,18,2,5,34,0.32899999999999996
4161,이승준,2004,두산,,30,5,0,8,17,0.331
4162,유재웅,2004,두산,,34,12,1,5,15,0.308
4163,손시헌,2004,두산,SS,80,20,2,2,30,0.298
4164,나주환,2004,두산,SS,18,6,0,1,3,0.33299999999999996
4165,강봉규,2004,두산,,17,2,1,1,10,0.337
4166,알칸트라,2004,두산,DH,30,4,0,6,17,0.325
4167,채상병,2004,두산,C,3,1,0,0,3,0.389
4168,용덕한,2004,두산,C,2,0,0,0,0,0.667
4169,강인권,2004,두산,C,38,7,0,0,10,0.29
4170,윤상무,2004,두산,,0,0,0,0,0,0.0
4171,김만윤,2004,두산,,0,0,0,0,0,
4172,홍마태,2004,두산,,0,0,0,0,0,0.33299999999999996
4173,백승훈,2004,두산,,0,0,0,0,0,0.0
4174,임재철,2004,두산,CF,6,2,0,0,1,0.24100000000000002
4175,홍원기,2004,두산,3B,34,5,0,2,19,0.303
4176,황윤성,2004,두산,1B,0,0,0,0,0,0.0
4177,방승재,2004,두산,,0,0,0,0,0,0.0
4178,김재호,2004,두산,,0,0,0,0,0,0.0
4179,윤재국,2004,두산,RF,23,3,0,2,5,0.28300000000000003
4180,문희성,2004,두산,RF,7,2,0,0,2,0.255
4181,정원석,2004,두산,2B,6,1,0,0,2,0.25
4182,페레즈,2004,롯데,LF,154,17,0,18,33,0.36200000000000004
4183,손인호,2004,롯데,RF,116,21,2,5,62,0.382
4184,김주찬,2004,롯데,3B,109,20,5,7,32,0.31
4185,최기문,2004,롯데,C,89,16,2,2,25,0.341
4186,라이온,2004,롯데,DH,121,28,0,12,25,0.34600000000000003
4187,정수근,2004,롯데,CF,75,11,1,3,38,0.34700000000000003
4188,이대호,2004,롯데,1B,110,26,0,20,38,0.331
4189,박준서,2004,롯데,,38,10,3,3,11,0.314
4190,박연수,2004,롯데,RF,30,9,1,3,17,0.33799999999999997
4191,김대익,2004,롯데,CF,30,5,2,1,6,0.325
4192,신명철,2004,롯데,2B,37,6,2,0,11,0.322
4193,조성환,2004,롯데,2B,18,4,0,0,8,0.366
4194,박정태,2004,롯데,,5,0,0,0,9,0.519
4195,박현승,2004,롯데,3B,32,6,0,1,22,0.32799999999999996
4196,김태균,2004,롯데,SS,19,2,0,3,2,0.268
4197,서정호,2004,롯데,,7,0,0,2,4,0.297
4198,최준석,2004,롯데,C,4,0,0,2,0,0.25
4199,심제훈,2004,롯데,,0,0,0,0,0,0.0
4200,김만윤,2004,롯데,,3,0,0,0,0,0.364
4201,윤재국,2004,롯데,LF,0,0,0,0,0,
4202,허일상,2004,롯데,C,7,2,0,0,5,0.28600000000000003
4203,성민국,2004,롯데,C,0,0,0,0,0,0.2
4204,이계성,2004,롯데,,10,0,0,0,14,0.34299999999999997
4205,박기혁,2004,롯데,SS,69,7,2,6,30,0.273
4206,박경진,2004,롯데,C,10,2,1,0,4,0.25
4207,문규현,2004,롯데,,0,0,0,0,0,0.0
4208,양준혁,2004,삼성,1B,151,30,0,28,89,0.434
4209,박한이,2004,삼성,CF,156,26,2,16,69,0.397
