,선수명,연도,팀명,포지션,안타,2타,3타,홈런,볼넷,출루율
1231,정구선,1990,롯데,2B,25,4,0,4,19,0.27399999999999997
1232,고정식,1990,롯데,C,8,1,0,0,3,0.235
1233,김재상,1990,롯데,LF,10,0,0,0,7,0.27
1234,오대석,1990,롯데,2B,12,0,0,0,11,0.289
1235,장종훈,1990,빙그레,SS,119,15,3,28,69,0.401
1236,이강돈,1990,빙그레,LF,146,20,6,16,45,0.4
1237,김상국,1990,빙그레,C,90,9,3,10,47,0.38299999999999995
1238,강석천,1990,빙그레,3B,100,24,1,12,47,0.3670000000000001
1239,이정훈,1990,빙그레,RF,117,20,3,7,45,0.36
1240,유승안,1990,빙그레,C,75,12,0,14,36,0.33799999999999997
1241,고원부,1990,빙그레,RF,73,13,2,9,37,0.342
1242,전대영,1990,빙그레,2B,21,4,0,3,6,0.40299999999999997
1243,송일섭,1990,빙그레,2B,38,8,0,3,17,0.33899999999999997
1244,강정길,1990,빙그레,1B,79,16,0,2,35,0.34700000000000003
1245,김성갑,1990,빙그레,3B,46,5,1,3,32,0.32899999999999996
1246,황대연,1990,빙그레,3B,24,4,0,3,10,0.3
1247,이중화,1990,빙그레,LF,71,10,2,1,27,0.324
1248,진상봉,1990,빙그레,CF,11,4,0,0,3,0.349
1249,김종문,1990,빙그레,C,2,0,0,1,1,0.5
1250,조양근,1990,빙그레,2B,29,3,3,0,14,0.285
1251,이종호,1990,빙그레,,10,1,0,0,5,0.326
1252,성군철,1990,빙그레,,2,1,0,0,0,0.4
1253,손경호,1990,빙그레,,0,0,0,0,0,0.0
1254,김수길,1990,빙그레,,4,1,0,0,4,0.29600000000000004
1255,김광윤,1990,빙그레,C,0,0,0,0,0,0.0
1256,황병일,1990,빙그레,CF,12,3,0,0,12,0.3
1257,김용선,1990,빙그레,2B,0,0,0,0,0,0.0
1258,유태완,1990,빙그레,,1,0,0,0,0,0.16699999999999998
1259,박선일,1990,빙그레,C,0,0,0,0,1,0.111
1260,지화동,1990,빙그레,SS,4,1,0,0,2,0.177
1261,이만수,1990,삼성,C,103,13,0,26,54,0.386
1262,류중일,1990,삼성,SS,132,22,5,6,50,0.39399999999999996
1263,박승호,1990,삼성,DH,122,17,1,20,50,0.384
1264,강기웅,1990,삼성,2B,106,16,3,15,33,0.33
1265,이종두,1990,삼성,RF,81,11,2,9,40,0.386
1266,강영수,1990,삼성,CF,47,4,0,10,20,0.315
1267,김용철,1990,삼성,1B,69,13,0,12,24,0.316
1268,이현택,1990,삼성,1B,68,12,0,8,38,0.344
1269,최해명,1990,삼성,,34,9,0,2,8,0.33299999999999996
1270,김성래,1990,삼성,2B,28,3,0,6,13,0.303
1271,장태수,1990,삼성,LF,57,14,1,3,32,0.331
1272,홍승규,1990,삼성,LF,59,9,0,4,24,0.332
1273,정성룡,1990,삼성,,14,2,0,3,8,0.311
1274,김종갑,1990,삼성,RF,16,1,0,1,15,0.359
1275,박정환,1990,삼성,2B,33,8,0,2,4,0.257
1276,이규창,1990,삼성,,1,1,0,0,0,1.0
1277,김용국,1990,삼성,3B,56,11,0,4,14,0.256
1278,정존수,1990,삼성,,0,0,0,0,1,0.7290000000000001
1279,박홍철,1990,삼성,,0,0,0,0,0,0.0
1280,구윤,1990,삼성,CF,1,0,0,0,0,0.2
1281,이종옥,1990,삼성,,1,0,0,0,0,0.25
1282,김우현,1990,삼성,,0,0,0,0,0,0.0
1283,정경훈,1990,삼성,SS,1,0,0,0,0,0.16699999999999998
1284,강종필,1990,삼성,,1,0,0,0,0,0.16699999999999998
1285,나광남,1990,삼성,,7,3,1,0,6,0.255
1286,박인구,1990,삼성,,3,1,0,0,0,0.12
1287,김동기,1990,태평양,C,84,20,1,14,48,0.35200000000000004
1288,김경기,1990,태평양,1B,118,29,1,10,50,0.366
1289,여태구,1990,태평양,LF,68,6,3,4,40,0.39
1290,이광근,1990,태평양,,44,13,2,2,25,0.385
1291,이선웅,1990,태평양,SS,110,14,0,1,36,0.32799999999999996
1292,김윤환,1990,태평양,CF,84,18,4,3,39,0.326
1293,김인호,1990,태평양,2B,63,13,4,4,25,0.322
1294,김일권,1990,태평양,CF,85,9,1,0,32,0.319
1295,김한근,1990,태평양,2B,51,9,1,3,21,0.336
1296,홍문종,1990,태평양,CF,42,6,1,1,35,0.363
1297,이희성,1990,태평양,3B,31,4,2,1,6,0.345
1298,김진한,1990,태평양,C,6,1,1,0,0,0.353
1299,정진호,1990,태평양,DH,29,3,1,0,9,0.35600000000000004
1300,강호규,1990,태평양,,1,1,0,0,0,1.0
1301,김경문,1990,태평양,C,21,5,0,0,6,0.276
1302,이상대,1990,태평양,RF,11,5,0,0,3,0.292
1303,박준태,1990,태평양,,0,0,0,0,0,0.0
1304,정상진,1990,태평양,1B,1,0,0,0,1,0.4
1305,최광천,1990,태평양,C,0,0,0,0,0,0.0
1306,강광회,1990,태평양,,0,0,0,0,0,0.0
1307,김바위,1990,태평양,1B,0,0,0,0,0,0.0
1308,권준헌,1990,태평양,3B,0,0,0,0,0,0.0
1309,김풍기,1990,태평양,,0,0,0,0,0,0.0
1310,곽권희,1990,태평양,,5,2,0,0,6,0.262
1311,한대화,1990,해태,3B,140,20,3,15,76,0.4320000000000001
1312,백인호,1990,해태,2B,100,13,3,8,53,0.40299999999999997
1313,이호성,1990,해태,LF,95,16,6,7,41,0.395
1314,이순철,1990,해태,CF,95,20,0,12,56,0.35600000000000004
1315,박철우,1990,해태,LF,103,21,1,10,45,0.373
1316,김성한,1990,해태,1B,93,17,2,11,39,0.361
1317,김종모,1990,해태,RF,109,20,1,10,43,0.36
1318,윤재호,1990,해태,SS,84,12,2,2,31,0.331
1319,정회열,1990,해태,C,52,10,1,3,12,0.3
1320,장채근,1990,해태,C,43,4,0,7,14,0.287
1321,김성규,1990,해태,CF,50,6,1,0,24,0.32799999999999996
1322,문승훈,1990,해태,2B,4,1,0,1,8,0.353
1323,조재환,1990,해태,RF,7,0,0,0,2,0.34600000000000003
1324,이경복,1990,해태,,2,2,0,0,0,0.222
1325,김병두,1990,해태,,0,0,0,0,0,
1326,박현수,1990,해태,,0,0,0,0,0,0.33299999999999996
1327,조찬관,1990,해태,,0,0,0,0,0,0.0
1328,정성훈,1990,해태,,0,0,0,0,0,0.0
1329,양민석,1990,해태,,0,0,0,0,0,0.0
1330,김태완,1990,해태,,14,3,0,0,4,0.257
1331,홍현우,1990,해태,3B,13,3,0,1,8,0.244
1332,박병호,1990,해태,C,0,0,0,0,0,0.0
1333,이건열,1990,해태,LF,48,8,2,0,7,0.26899999999999996
1334,조충열,1990,해태,,14,1,1,0,3,0.226
1335,노찬엽,1991,LG,CF,132,22,8,3,48,0.38799999999999996
1336,윤덕규,1991,LG,RF,118,18,7,1,48,0.38299999999999995
1337,이광은,1991,LG,3B,89,16,0,5,39,0.354
1338,김재박,1991,LG,SS,65,13,2,0,28,0.34299999999999997
1339,김동수,1991,LG,C,50,8,3,5,26,0.28800000000000003
1340,김상훈,1991,LG,1B,92,17,2,7,28,0.316
1341,김영직,1991,LG,LF,51,7,4,4,24,0.326
1342,최훈재,1991,LG,DH,48,11,2,10,21,0.308
1343,김동재,1991,LG,3B,55,6,1,4,18,0.314
1344,김선진,1991,LG,1B,66,9,2,3,19,0.313
1345,송구홍,1991,LG,3B,41,4,1,2,12,0.298
1346,민경삼,1991,LG,2B,35,4,0,2,13,0.307
1347,정재훈,1991,LG,,6,2,0,0,1,0.368
1348,최달호,1991,LG,C,10,3,0,1,4,0.268
1349,장주덕,1991,LG,,4,1,0,0,1,0.35700000000000004
1350,이병훈,1991,LG,LF,21,4,2,2,7,0.26899999999999996
1351,박일현,1991,LG,,4,0,0,0,1,0.35700000000000004
1352,심재원,1991,LG,C,2,0,0,0,0,0.25
1353,구동환,1991,LG,,1,0,0,0,0,0.25
1354,이종열,1991,LG,2B,5,0,0,0,1,0.273
1355,서효인,1991,LG,CF,7,1,0,2,2,0.231
1356,박흥식,1991,LG,,5,0,0,0,12,0.33299999999999996
1357,소순배,1991,LG,,0,0,0,0,0,0.0
1358,나웅,1991,LG,3B,12,2,0,0,9,0.304
1359,차동열,1991,LG,C,4,0,0,0,1,0.172
1360,조필현,1991,LG,LF,24,2,3,0,16,0.284
1361,나진균,1991,LG,,0,0,0,0,1,0.077
1362,이우수,1991,LG,,16,1,1,1,1,0.218
1363,김광림,1991,OB,CF,111,19,6,3,37,0.3720000000000001
1364,김형석,1991,OB,RF,136,19,9,11,50,0.355
1365,강영수,1991,OB,LF,72,11,2,15,53,0.35100000000000003
1366,박노준,1991,OB,DH,126,17,4,5,28,0.345
1367,임형석,1991,OB,3B,82,16,3,6,34,0.312
1368,최동창,1991,OB,,53,8,2,2,20,0.35200000000000004
1369,김종석,1991,OB,1B,45,8,3,3,19,0.348
1370,안대환,1991,OB,,21,4,1,1,9,0.38
1371,박현영,1991,OB,C,28,6,1,0,7,0.316
1372,강형석,1991,OB,,11,2,3,0,2,0.29600000000000004
1373,김태형,1991,OB,C,45,8,0,1,14,0.27899999999999997
1374,길홍규,1991,OB,2B,19,2,0,0,4,0.33299999999999996
1375,이명수,1991,OB,SS,19,8,0,1,14,0.292
1376,이종민,1991,OB,SS,24,1,0,0,10,0.294
1377,최재룡,1991,OB,,11,3,0,1,0,0.29
1378,최영술,1991,OB,,1,0,0,0,0,0.667
1379,곽연수,1991,OB,RF,27,5,1,2,11,0.29100000000000004
1380,정삼룡,1991,OB,,1,1,0,0,1,0.28600000000000003
1381,최덕현,1991,OB,C,2,1,0,0,0,0.222
1382,박천유,1991,OB,,0,0,0,0,0,0.33299999999999996
1383,이복근,1991,OB,,1,1,0,0,1,0.222
1384,서일권,1991,OB,,10,2,0,0,7,0.298
1385,서준룡,1991,OB,,0,0,0,0,0,0.0
1386,김광수,1991,OB,CF,97,9,0,1,43,0.3
1387,구천서,1991,OB,2B,31,4,3,1,16,0.281
1388,김상호,1991,OB,LF,66,10,1,5,35,0.287
1389,김경문,1991,OB,C,15,4,0,1,3,0.162
1390,장효조,1991,롯데,RF,120,17,10,4,70,0.452
1391,김민호,1991,롯데,1B,110,23,5,20,51,0.38799999999999996
1392,김응국,1991,롯데,LF,131,17,8,9,61,0.38799999999999996
1393,박정태,1991,롯데,2B,132,29,6,14,43,0.34600000000000003
1394,전준호,1991,롯데,CF,98,13,6,2,51,0.36
1395,한문연,1991,롯데,C,42,8,2,2,14,0.354
1396,오대석,1991,롯데,2B,64,6,0,2,38,0.332
1397,한영준,1991,롯데,RF,32,8,0,3,20,0.35
1398,유두열,1991,롯데,DH,57,7,1,7,21,0.33299999999999996
1399,이종운,1991,롯데,RF,60,10,4,1,13,0.304
1400,조성옥,1991,롯데,RF,18,3,0,0,5,0.377
1401,최계영,1991,롯데,LF,35,7,0,1,15,0.32299999999999995
1402,김종헌,1991,롯데,CF,9,2,0,0,4,0.317
1403,공필성,1991,롯데,3B,34,6,1,3,7,0.28
1404,김상우,1991,롯데,,4,2,0,0,2,0.28600000000000003
1405,전봉석,1991,롯데,C,1,1,0,0,1,0.25
1406,유충돌,1991,롯데,,8,2,0,1,1,0.25
1407,김성철,1991,롯데,,0,0,0,0,0,0.0
1408,전종화,1991,롯데,C,0,0,0,0,0,0.0
1409,박상국,1991,롯데,1B,7,3,0,0,6,0.302
1410,손길호,1991,롯데,,7,0,0,1,5,0.27899999999999997
1411,임경택,1991,롯데,,1,0,0,0,2,0.25
1412,현남수,1991,롯데,,1,0,0,0,0,0.1
1413,이재성,1991,롯데,,0,0,0,0,0,0.125
1414,김선일,1991,롯데,C,49,7,2,2,12,0.244
1415,김민재,1991,롯데,SS,2,0,0,0,0,0.133
1416,김병수,1991,롯데,,6,2,0,0,3,0.22
1417,안명호,1991,롯데,C,11,2,0,0,5,0.239
1418,박태호,1991,롯데,,5,0,0,1,0,0.139
1419,박영태,1991,롯데,SS,20,2,1,0,6,0.24
1420,장종훈,1991,빙그레,1B,160,24,4,35,76,0.45
1421,이정훈,1991,빙그레,RF,132,21,12,17,43,0.41700000000000004
1422,강석천,1991,빙그레,3B,128,21,4,11,40,0.342
1423,김상국,1991,빙그레,C,83,19,3,8,35,0.342
1424,황대연,1991,빙그레,SS,77,14,2,16,50,0.354
1425,이중화,1991,빙그레,CF,94,11,7,1,34,0.375
1426,전대영,1991,빙그레,2B,72,8,0,11,29,0.387
1427,강정길,1991,빙그레,DH,81,18,2,13,42,0.381
1428,이강돈,1991,빙그레,LF,102,15,5,11,41,0.335
1429,진상봉,1991,빙그레,CF,17,1,1,5,11,0.306
1430,임주택,1991,빙그레,LF,38,7,1,3,13,0.32299999999999995
1431,양용모,1991,빙그레,C,19,3,0,0,8,0.326
1432,임성우,1991,빙그레,,10,2,0,0,3,0.361
1433,박선일,1991,빙그레,C,2,1,0,1,1,0.429
1434,조양근,1991,빙그레,2B,46,5,1,2,19,0.292
1435,김원근,1991,빙그레,,2,0,0,0,0,0.5
1436,김일훈,1991,빙그레,,2,0,0,0,0,0.33299999999999996
1437,김종문,1991,빙그레,C,1,0,0,0,1,0.33299999999999996
1438,고원부,1991,빙그레,RF,19,1,0,1,9,0.312
1439,김석연,1991,빙그레,,11,3,1,0,1,0.25
1440,김용선,1991,빙그레,SS,3,0,0,0,0,0.174
1441,임돈영,1991,빙그레,,3,0,0,0,0,0.13
1442,성군철,1991,빙그레,,5,1,0,0,1,0.212
1443,유승안,1991,빙그레,C,16,1,0,0,5,0.212
1444,이종호,1991,빙그레,,23,2,0,1,19,0.27699999999999997
1445,지화동,1991,빙그레,SS,9,3,0,0,4,0.16699999999999998
1446,이만수,1991,삼성,C,120,18,0,17,56,0.414
1447,김용국,1991,삼성,3B,119,21,1,7,54,0.38
1448,류중일,1991,삼성,SS,98,14,4,5,34,0.35200000000000004
1449,신경식,1991,삼성,1B,142,15,3,7,49,0.38
1450,강기웅,1991,삼성,2B,69,14,3,6,19,0.365
1451,강종필,1991,삼성,RF,68,7,3,8,28,0.341
1452,정성룡,1991,삼성,,39,8,0,5,22,0.4
1453,이종두,1991,삼성,LF,26,6,0,5,10,0.4270000000000001
1454,김용철,1991,삼성,DH,67,8,0,15,32,0.33899999999999997
1455,허규옥,1991,삼성,CF,71,5,7,2,36,0.32
1456,장태수,1991,삼성,LF,52,3,2,4,23,0.389
1457,박승호,1991,삼성,DH,74,21,0,10,56,0.361
1458,정경훈,1991,삼성,SS,52,7,1,0,23,0.336
1459,윤용하,1991,삼성,RF,29,10,0,6,6,0.304
1460,김종갑,1991,삼성,,13,3,1,0,7,0.377
1461,최해명,1991,삼성,,24,3,0,1,11,0.33899999999999997
1462,조범현,1991,삼성,C,16,3,0,1,3,0.297
1463,김성래,1991,삼성,2B,8,1,0,3,11,0.32799999999999996
1464,이광길,1991,삼성,2B,8,3,0,1,7,0.341
1465,이현택,1991,삼성,1B,13,4,0,3,10,0.28800000000000003
1466,박정환,1991,삼성,2B,22,4,0,2,7,0.273
1467,박홍철,1991,삼성,,1,0,0,0,0,1.0
1468,구윤,1991,삼성,RF,3,1,0,0,1,0.33299999999999996
1469,김인철,1991,삼성,,0,0,0,0,0,
1470,이영재,1991,삼성,C,0,0,0,0,0,0.0
1471,나광남,1991,삼성,,1,0,0,0,2,0.3
1472,이규창,1991,삼성,,0,0,0,0,0,0.0
1473,최홍석,1991,삼성,,0,0,0,0,1,0.14300000000000002
1474,김기태,1991,쌍방울,1B,112,15,0,27,72,0.37
1475,김호,1991,쌍방울,SS,103,18,3,11,71,0.33899999999999997
1476,조용호,1991,쌍방울,RF,109,13,3,3,40,0.405
1477,윤혁,1991,쌍방울,CF,100,21,2,1,41,0.358
1478,김호근,1991,쌍방울,C,83,25,2,6,27,0.3
1479,김평호,1991,쌍방울,CF,78,14,4,4,50,0.335
1480,송인호,1991,쌍방울,2B,42,10,0,5,13,0.396
1481,김만후,1991,쌍방울,3B,69,14,0,3,21,0.32799999999999996
1482,이창원,1991,쌍방울,LF,43,10,2,9,10,0.327
1483,이승희,1991,쌍방울,DH,86,14,3,5,23,0.335
1484,양후승,1991,쌍방울,,26,5,2,0,9,0.389
1485,공봉구,1991,쌍방울,C,23,7,1,0,17,0.325
1486,전종화,1991,쌍방울,C,17,3,1,1,3,0.29
1487,서창기,1991,쌍방울,CF,41,12,1,1,39,0.32299999999999995
1488,이상대,1991,쌍방울,,46,5,4,1,8,0.29
1489,박기택,1991,쌍방울,,12,1,0,4,8,0.29600000000000004
1490,이연수,1991,쌍방울,RF,8,1,0,1,2,0.324
1491,정학원,1991,쌍방울,,17,2,2,0,4,0.29100000000000004
1492,유동효,1991,쌍방울,3B,25,8,0,5,15,0.258
1493,박경완,1991,쌍방울,C,0,0,0,0,2,0.25
1494,유성기,1991,쌍방울,,1,0,0,0,0,0.5
1495,강남규,1991,쌍방울,,0,0,0,0,0,0.0
1496,김영운,1991,쌍방울,1B,0,0,0,0,0,0.0
1497,고승훈,1991,쌍방울,,0,0,0,0,0,0.0
1498,안언학,1991,쌍방울,LF,0,0,0,0,0,0.0
1499,최해식,1991,쌍방울,C,0,0,0,0,0,0.0
1500,김경수,1991,쌍방울,,0,0,0,0,0,0.0
1501,원원근,1991,태평양,2B,105,27,1,3,52,0.374
1502,김동기,1991,태평양,C,75,9,1,7,37,0.354
1503,정문언,1991,태평양,,91,24,2,7,39,0.35
1504,김경기,1991,태평양,1B,114,25,4,8,30,0.341
1505,김진규,1991,태평양,RF,66,20,2,4,45,0.354
1506,이희성,1991,태평양,3B,93,18,7,3,45,0.307
1507,김진한,1991,태평양,C,42,12,1,4,16,0.303
1508,박준태,1991,태평양,CF,35,11,0,2,16,0.324
1509,김윤환,1991,태평양,CF,24,4,0,0,9,0.358
1510,여태구,1991,태평양,LF,45,9,2,3,21,0.3
1511,정영진,1991,태평양,,12,5,0,0,7,0.32799999999999996
1512,주경업,1991,태평양,,11,2,0,0,4,0.33299999999999996
1513,임진수,1991,태평양,,1,0,0,0,0,0.5
1514,이근엽,1991,태평양,SS,0,0,0,0,0,0.0
1515,백성진,1991,태평양,,1,0,0,0,0,0.375
1516,이상대,1991,태평양,CF,2,0,0,0,0,0.222
1517,김홍기,1991,태평양,C,1,0,0,0,1,0.222
1518,권준헌,1991,태평양,3B,1,1,0,0,0,0.125
1519,이광근,1991,태평양,,0,0,0,0,2,0.2
1520,송재박,1991,태평양,2B,10,1,0,0,3,0.24100000000000002
1521,윤성훈,1991,태평양,,24,4,1,0,12,0.265
1522,김성갑,1991,태평양,3B,42,5,0,1,20,0.273
1523,김재상,1991,태평양,LF,0,0,0,0,0,0.0
1524,김인호,1991,태평양,2B,29,5,0,1,11,0.255
1525,이선웅,1991,태평양,DH,64,10,1,5,24,0.3
1526,염경엽,1991,태평양,SS,50,9,3,2,22,0.24
1527,정상진,1991,태평양,1B,38,7,0,1,7,0.253
1528,이호성,1991,해태,LF,125,12,7,21,67,0.39399999999999996
1529,이순철,1991,해태,CF,120,21,3,17,55,0.373
1530,한대화,1991,해태,3B,101,17,3,22,53,0.392
1531,김성한,1991,해태,1B,121,25,5,23,51,0.38799999999999996
1532,장채근,1991,해태,C,81,11,0,17,44,0.322
1533,박철우,1991,해태,DH,119,24,2,14,50,0.371
1534,홍현우,1991,해태,2B,66,17,2,8,25,0.3670000000000001
1535,윤재호,1991,해태,SS,64,9,2,2,44,0.36
1536,정회열,1991,해태,C,46,6,1,6,24,0.324
1537,백인호,1991,해태,RF,83,12,1,3,40,0.325
1538,김종모,1991,해태,RF,32,4,1,8,10,0.262
1539,김병두,1991,해태,,14,0,0,0,10,0.33799999999999997
1540,김정훈,1991,해태,C,0,0,0,0,3,0.429
1541,김재덕,1991,해태,,0,0,0,0,0,0.0
1542,박현수,1991,해태,,7,1,1,0,3,0.263
1543,정성훈,1991,해태,,1,0,0,0,0,0.2
1544,양민석,1991,해태,,0,0,0,0,0,0.0
1545,김태완,1991,해태,,5,2,0,0,0,0.2
1546,이종택,1991,해태,,0,0,0,0,1,0.125
1547,이건열,1991,해태,RF,61,8,0,2,29,0.312
1548,양회열,1991,해태,2B,2,0,0,0,0,0.133
1549,문승훈,1991,해태,2B,2,1,0,1,2,0.129
1550,이경복,1991,해태,,4,1,0,0,0,0.14800000000000002
1551,김성규,1991,해태,CF,15,0,1,0,5,0.262
1552,송구홍,1992,LG,3B,137,23,2,20,24,0.34700000000000003
1553,김동수,1992,LG,C,98,15,4,20,45,0.34299999999999997
1554,이병훈,1992,LG,RF,79,10,0,16,20,0.353
1555,김영직,1992,LG,3B,89,21,3,6,47,0.342
1556,김상훈,1992,LG,DH,138,21,1,14,46,0.35200000000000004
1557,노찬엽,1992,LG,LF,110,21,2,6,50,0.354
1558,김건우,1992,LG,,54,8,1,8,16,0.327
1559,윤덕규,1992,LG,,45,9,0,1,26,0.374
1560,박준태,1992,LG,CF,47,7,0,2,30,0.35100000000000003
1561,윤찬,1992,LG,,12,2,0,1,10,0.4
1562,박흥식,1992,LG,LF,54,8,2,4,36,0.331
1563,김선진,1992,LG,1B,23,0,1,2,18,0.37799999999999995
1564,김동재,1992,LG,2B,15,3,1,1,4,0.297
1565,나웅,1992,LG,3B,13,4,2,0,8,0.318
1566,서효인,1992,LG,CF,31,5,1,2,13,0.314
1567,김상모,1992,LG,C,0,0,0,0,0,
1568,조필현,1992,LG,RF,0,0,0,0,1,0.33299999999999996
1569,이종열,1992,LG,2B,21,2,0,1,10,0.292
1570,장주덕,1992,LG,,1,0,0,0,1,0.25
1571,박종호,1992,LG,SS,14,0,1,1,6,0.272
1572,강진규,1992,LG,C,2,0,0,0,1,0.214
1573,조만형,1992,LG,,0,0,0,0,0,0.0
1574,김정준,1992,LG,,2,0,0,0,0,0.14300000000000002
1575,최훈재,1992,LG,1B,0,0,0,0,0,0.0
1576,김기홍,1992,LG,,15,2,0,1,2,0.22699999999999998
1577,민경삼,1992,LG,2B,56,4,2,2,13,0.27399999999999997
1578,임형석,1992,OB,3B,119,18,4,26,38,0.35200000000000004
1579,김상호,1992,OB,DH,111,26,4,12,42,0.377
1580,김형석,1992,OB,1B,129,27,5,16,53,0.35700000000000004
1581,강영수,1992,OB,RF,76,13,2,18,70,0.353
1582,김광림,1992,OB,CF,110,16,3,1,30,0.341
1583,박현영,1992,OB,C,44,5,0,6,9,0.321
1584,김광수,1992,OB,SS,64,6,1,1,24,0.341
1585,이명수,1992,OB,2B,64,12,1,4,25,0.325
1586,길홍규,1992,OB,,18,2,0,1,9,0.415
1587,최동창,1992,OB,,29,4,0,1,13,0.3670000000000001
1588,강형석,1992,OB,,19,3,1,3,7,0.311
1589,구천서,1992,OB,2B,43,4,2,4,22,0.308
1590,김종석,1992,OB,1B,28,5,0,4,16,0.336
1591,김태형,1992,OB,C,60,6,2,0,23,0.306
1592,장원진,1992,OB,LF,15,3,0,0,5,0.377
1593,정삼룡,1992,OB,,12,0,0,1,3,0.349
1594,곽연수,1992,OB,,42,9,1,5,9,0.284
1595,조경택,1992,OB,C,3,0,0,0,0,0.3
1596,최영술,1992,OB,,0,0,0,0,0,0.0
1597,최덕현,1992,OB,C,0,0,0,0,0,0.0
1598,김인철,1992,OB,,1,0,0,0,1,0.25
1599,안대환,1992,OB,,37,6,4,3,7,0.27
1600,안경현,1992,OB,3B,3,0,0,0,3,0.182
1601,고원부,1992,OB,RF,34,2,0,2,16,0.287
1602,이종민,1992,OB,2B,35,5,1,2,14,0.255
1603,박정태,1992,롯데,2B,149,43,3,14,69,0.424
1604,김민호,1992,롯데,1B,133,28,4,16,68,0.418
1605,김응국,1992,롯데,LF,128,20,12,10,58,0.39899999999999997
1606,전준호,1992,롯데,CF,140,17,9,5,51,0.376
1607,이종운,1992,롯데,RF,126,15,14,3,23,0.354
1608,공필성,1992,롯데,3B,80,17,3,6,20,0.34700000000000003
1609,박계원,1992,롯데,SS,82,15,5,6,36,0.321
1610,강성우,1992,롯데,C,61,11,1,2,15,0.36200000000000004
1611,한영준,1992,롯데,LF,59,12,1,3,48,0.40700000000000003
1612,조성옥,1992,롯데,RF,67,7,4,1,23,0.35
1613,박영태,1992,롯데,2B,17,2,2,0,7,0.32899999999999996
1614,장효조,1992,롯데,DH,54,9,0,0,33,0.365
1615,최계영,1992,롯데,RF,20,1,0,1,5,0.33799999999999997
1616,박지환,1992,롯데,,1,0,0,0,0,1.0
1617,김선일,1992,롯데,C,50,8,2,0,7,0.27699999999999997
1618,고정식,1992,롯데,C,7,2,0,0,2,0.281
1619,김미호,1992,롯데,,1,0,0,0,1,0.4
1620,김행희,1992,롯데,,0,0,0,0,1,0.5
1621,박태호,1992,롯데,3B,3,0,0,0,0,0.3
1622,임경택,1992,롯데,,0,0,0,0,0,0.0
1623,김상우,1992,롯데,,1,0,1,0,0,0.14300000000000002
1624,강현철,1992,롯데,,0,0,0,0,1,0.25
1625,이태환,1992,롯데,,0,0,0,0,1,0.28600000000000003
1626,김종헌,1992,롯데,CF,4,0,0,0,3,0.33299999999999996
1627,한문연,1992,롯데,C,2,0,0,1,2,0.16699999999999998
1628,박상국,1992,롯데,1B,11,2,0,0,7,0.281
1629,김민재,1992,롯데,SS,17,2,1,0,2,0.20199999999999999
1630,장종훈,1992,빙그레,1B,129,28,2,41,106,0.446
1631,이정훈,1992,빙그레,CF,133,17,2,25,46,0.436
1632,이강돈,1992,빙그레,LF,129,27,8,13,41,0.379
1633,양용모,1992,빙그레,C,52,6,3,4,38,0.392
1634,김상국,1992,빙그레,C,79,10,2,9,29,0.335
1635,강석천,1992,빙그레,3B,101,21,5,12,28,0.31
1636,강정길,1992,빙그레,DH,94,15,1,14,58,0.37
1637,전대영,1992,빙그레,2B,49,6,0,7,23,0.33899999999999997
1638,진상봉,1992,빙그레,RF,28,5,0,5,29,0.39399999999999996
1639,이종호,1992,빙그레,SS,50,12,3,2,13,0.309
1640,김일혁,1992,빙그레,,12,4,0,1,5,0.395
1641,지화동,1992,빙그레,SS,82,15,2,2,27,0.289
1642,임주택,1992,빙그레,RF,53,8,1,6,23,0.313
1643,김용선,1992,빙그레,2B,20,2,0,3,8,0.275
1644,박선일,1992,빙그레,C,0,0,0,0,0,0.0
1645,박상현,1992,빙그레,,1,0,0,0,0,0.5
1646,성군철,1992,빙그레,2B,12,1,0,1,5,0.27899999999999997
1647,임성우,1992,빙그레,,3,1,0,0,2,0.28600000000000003
1648,김홍집,1992,빙그레,,0,0,0,0,0,0.0
1649,김석연,1992,빙그레,,2,0,0,0,0,0.2
1650,신일호,1992,빙그레,,0,0,0,0,0,0.0
1651,조양근,1992,빙그레,SS,39,3,0,0,16,0.28800000000000003
1652,이중화,1992,빙그레,CF,51,10,0,1,14,0.249
1653,동봉철,1992,삼성,CF,130,18,7,11,72,0.433
1654,이만수,1992,삼성,C,88,11,0,22,48,0.402
1655,강기웅,1992,삼성,2B,123,19,3,16,29,0.353
1656,정경훈,1992,삼성,SS,75,10,1,2,43,0.39299999999999996
1657,김용국,1992,삼성,3B,82,14,1,6,40,0.353
1658,박승호,1992,삼성,RF,75,14,0,10,33,0.366
1659,김성래,1992,삼성,DH,66,13,0,11,34,0.392
1660,윤용하,1992,삼성,,41,7,2,5,9,0.359
1661,류중일,1992,삼성,SS,62,12,1,5,35,0.3
1662,김용철,1992,삼성,2B,29,0,0,6,16,0.341
1663,김성현,1992,삼성,C,41,3,2,3,8,0.304
1664,신경식,1992,삼성,1B,113,15,2,3,37,0.32799999999999996
1665,이종두,1992,삼성,LF,65,13,1,11,28,0.312
1666,이창원,1992,삼성,,17,3,0,1,5,0.377
1667,박철희,1992,삼성,,5,1,0,1,2,0.381
1668,이규창,1992,삼성,,1,0,0,1,1,0.33299999999999996
1669,한기철,1992,삼성,,2,0,1,1,0,0.222
1670,구윤,1992,삼성,RF,22,5,0,1,6,0.315
